"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.926835156E2,5.934645334E1,1.806156714E1,4.117892385E0,1.815651776E-3,6.789228058E1,6.000000000E0,3.000000000E0
1.936701199E2,5.934645340E1,1.806156697E1,4.161595401E0,6.638044957E-3,6.789228058E1,6.000000000E0,3.000000000E0
1.946800262E2,5.934645994E1,1.806155854E1,4.138629756E0,1.147354394E-2,6.789228058E1,6.000000000E0,3.000000000E0
1.956789825E2,5.934647574E1,1.806154880E1,3.920070789E0,5.987002254E-1,3.385103149E2,6.000000000E0,3.000000000E0
1.966755951E2,5.934649144E1,1.806154012E1,4.101854239E0,1.102643132E0,3.322993164E2,6.000000000E0,3.000000000E0
1.976826751E2,5.934650720E1,1.806152888E1,3.993573894E0,1.387505054E0,3.434624329E2,6.000000000E0,3.000000000E0
1.986902390E2,5.934652086E1,1.806151604E1,4.059288256E0,1.490695357E0,3.385497131E2,6.000000000E0,3.000000000E0
1.996711478E2,5.934653372E1,1.806150249E1,3.918474999E0,1.534029365E0,3.401474609E2,6.000000000E0,3.000000000E0
2.006683973E2,5.934654417E1,1.806148921E1,4.123621168E0,1.502365470E0,3.330331116E2,6.000000000E0,3.000000000E0
2.016677335E2,5.934655792E1,1.806147853E1,4.240446167E0,1.529181004E0,3.352019958E2,6.000000000E0,3.000000000E0
2.026830269E2,5.934657176E1,1.806146517E1,4.848093280E0,1.555218816E0,3.356564026E2,6.000000000E0,3.000000000E0
2.036889981E2,5.934658362E1,1.806145285E1,4.855448268E0,1.544929743E0,3.354963074E2,6.000000000E0,3.000000000E0
2.046810892E2,5.934659644E1,1.806143682E1,4.738231282E0,1.561551929E0,3.357219849E2,6.000000000E0,3.000000000E0
2.056718680E2,5.934660754E1,1.806142098E1,4.674451719E0,1.554393530E0,3.302748413E2,6.000000000E0,3.000000000E0
2.066812023E2,5.934661986E1,1.806140673E1,4.685961898E0,1.556259394E0,3.302525635E2,6.000000000E0,3.000000000E0
2.076859995E2,5.934663274E1,1.806139039E1,4.837040964E0,1.569515467E0,3.269067688E2,6.000000000E0,3.000000000E0
2.086821665E2,5.934664552E1,1.806137378E1,4.893164853E0,1.581269503E0,3.242796936E2,4.000000000E0,3.000000000E0
2.096800713E2,5.934665730E1,1.806135505E1,4.898554742E0,1.587379336E0,3.243522644E2,4.000000000E0,3.000000000E0
2.106826640E2,5.934666762E1,1.806133996E1,4.926239062E0,1.563961148E0,3.238887329E2,4.000000000E0,3.000000000E0
2.116719452E2,5.934668532E1,1.806132031E1,4.880339195E0,1.609760046E0,3.246867371E2,4.000000000E0,3.000000000E0
2.126816145E2,5.934669437E1,1.806130816E1,4.734357292E0,1.570704699E0,3.266599426E2,4.000000000E0,3.000000000E0
2.136697134E2,5.934670553E1,1.806129031E1,4.352710503E0,1.564676762E0,3.241477661E2,4.000000000E0,3.000000000E0
2.146859249E2,5.934671709E1,1.806127387E1,4.527417241E0,1.560597420E0,3.260965881E2,6.000000000E0,3.000000000E0
2.156800197E2,5.934673100E1,1.806126033E1,4.187183923E0,1.567161322E0,3.372409668E2,6.000000000E0,3.000000000E0
2.166743149E2,5.934674341E1,1.806125225E1,4.041397418E0,1.550182104E0,3.374579163E2,6.000000000E0,3.000000000E0
2.176797830E2,5.934675402E1,1.806124540E1,4.033240994E0,1.521276474E0,3.393009033E2,6.000000000E0,3.000000000E0
2.186762405E2,5.934676829E1,1.806123398E1,4.267894278E0,1.535704017E0,3.377948608E2,6.000000000E0,3.000000000E0
2.196683553E2,5.934678391E1,1.806122714E1,4.072599953E0,1.550332189E0,3.455703125E2,6.000000000E0,3.000000000E0
2.206775689E2,5.934679403E1,1.806122436E1,3.706597089E0,1.508872628E0,3.498321838E2,6.000000000E0,3.000000000E0
2.216755033E2,5.934680386E1,1.806122374E1,3.986291276E0,1.471989036E0,3.530159607E2,8.000000000E0,3.000000000E0
2.226723208E2,5.934681907E1,1.806122258E1,4.170225784E0,1.490223169E0,3.579197388E2,8.000000000E0,3.000000000E0
2.236701900E2,5.934683214E1,1.806120185E1,4.272559777E0,1.520184755E0,3.352183228E2,8.000000000E0,3.000000000E0
2.246835363E2,5.934684597E1,1.806119538E1,4.026610489E0,1.528434873E0,3.432630005E2,8.000000000E0,3.000000000E0
2.256754643E2,5.934686398E1,1.806119523E1,3.880276123E0,1.565858960E0,7.307105660E-1,8.000000000E0,3.000000000E0
2.266745450E2,5.934687464E1,1.806119263E1,3.743468716E0,1.534744620E0,1.301320076E0,8.000000000E0,3.000000000E0
2.276715277E2,5.934688606E1,1.806118729E1,3.959004992E0,1.515649080E0,3.513950500E2,8.000000000E0,3.000000000E0
2.286725396E2,5.934689817E1,1.806117408E1,3.970310141E0,1.513112783E0,3.464573059E2,8.000000000E0,3.000000000E0
2.296751457E2,5.934690886E1,1.806116690E1,4.140620768E0,1.490527987E0,3.469456177E2,8.000000000E0,3.000000000E0
2.306758735E2,5.934691842E1,1.806115940E1,4.238785149E0,1.466892719E0,3.476323853E2,8.000000000E0,3.000000000E0
2.316809853E2,5.934693444E1,1.806115043E1,4.219102133E0,1.500324845E0,3.493113403E2,8.000000000E0,3.000000000E0
2.326795964E2,5.934694834E1,1.806114224E1,4.148278611E0,1.507302046E0,3.497634277E2,8.000000000E0,3.000000000E0
2.336701582E2,5.934695658E1,1.806113422E1,3.936248262E0,1.462605715E0,3.493986206E2,8.000000000E0,3.000000000E0
2.346839294E2,5.934696574E1,1.806112819E1,4.152276671E0,1.427232742E0,3.496929321E2,8.000000000E0,3.000000000E0
2.356847355E2,5.934698077E1,1.806111827E1,4.220020439E0,1.451093435E0,3.472969971E2,8.000000000E0,3.000000000E0
2.366711898E2,5.934699709E1,1.806110473E1,4.133744523E0,1.489100695E0,3.444364319E2,8.000000000E0,3.000000000E0
2.376765216E2,5.934701028E1,1.806109293E1,4.001955378E0,1.494777918E0,3.444060059E2,8.000000000E0,3.000000000E0
2.386808808E2,5.934702555E1,1.806108253E1,4.282328837E0,1.515385509E0,3.449965515E2,8.000000000E0,3.000000000E0
2.396871976E2,5.934704118E1,1.806108136E1,4.246979911E0,1.529248953E0,3.517265625E2,8.000000000E0,3.000000000E0
2.406762936E2,5.934705519E1,1.806106676E1,4.152795830E0,1.543558836E0,3.445857544E2,8.000000000E0,3.000000000E0
2.416710042E2,5.934706924E1,1.806106482E1,4.102020038E0,1.544095635E0,3.502378235E2,8.000000000E0,3.000000000E0
2.426765817E2,5.934708493E1,1.806105061E1,4.196053374E0,1.572116613E0,3.456629639E2,8.000000000E0,3.000000000E0
2.436842117E2,5.934709869E1,1.806104011E1,4.202486663E0,1.572174788E0,3.438923035E2,8.000000000E0,3.000000000E0
2.446747301E2,5.934711289E1,1.806102424E1,4.235412171E0,1.581757426E0,3.432936401E2,8.000000000E0,3.000000000E0
2.456828126E2,5.934712650E1,1.806100613E1,4.335062401E0,1.591393948E0,3.388088684E2,8.000000000E0,3.000000000E0
2.466710227E2,5.934713667E1,1.806098620E1,4.685891773E0,1.578071475E0,3.326500549E2,8.000000000E0,3.000000000E0
2.476799332E2,5.934714615E1,1.806097496E1,4.583454295E0,1.536959767E0,3.306599731E2,8.000000000E0,3.000000000E0
2.486825709E2,5.934715068E1,1.806096249E1,4.422468846E0,1.471901655E0,3.318071899E2,8.000000000E0,3.000000000E0
2.496724581E2,5.934715791E1,1.806094598E1,4.384846135E0,1.445446968E0,3.295221863E2,8.000000000E0,3.000000000E0
2.506815397E2,5.934717046E1,1.806092632E1,4.538759452E0,1.461144447E0,3.265140381E2,8.000000000E0,3.000000000E0
2.516647224E2,5.934717739E1,1.806090894E1,4.432368981E0,1.434109688E0,3.224512939E2,8.000000000E0,3.000000000E0
2.526772015E2,5.934718445E1,1.806089137E1,4.337623571E0,1.414180636E0,3.228328552E2,8.000000000E0,3.000000000E0
2.536854246E2,5.934719698E1,1.806086580E1,4.352792356E0,1.454648972E0,3.238202515E2,8.000000000E0,3.000000000E0
2.546782343E2,5.934721351E1,1.806084381E1,4.351330649E0,1.510408878E0,3.275261536E2,8.000000000E0,3.000000000E0
2.556834284E2,5.934723251E1,1.806083257E1,4.588114452E0,1.563199520E0,3.374990234E2,8.000000000E0,3.000000000E0
2.566881667E2,5.934725020E1,1.806082190E1,4.607336876E0,1.597700596E0,3.436058044E2,8.000000000E0,3.000000000E0
2.576640721E2,5.934726455E1,1.806080619E1,4.569332692E0,1.606767416E0,3.429570312E2,8.000000000E0,3.000000000E0
2.586758153E2,5.934727693E1,1.806079595E1,4.481212833E0,1.589695573E0,3.441908264E2,8.000000000E0,3.000000000E0
2.596689956E2,5.934729128E1,1.806078970E1,4.271815449E0,1.588080168E0,3.489117126E2,8.000000000E0,3.000000000E0
2.606723102E2,5.934730623E1,1.806078152E1,4.257608922E0,1.593966007E0,3.491090393E2,8.000000000E0,3.000000000E0
2.616824473E2,5.934731642E1,1.806076448E1,4.166426011E0,1.581395984E0,3.416912231E2,8.000000000E0,3.000000000E0
2.626855635E2,5.934732947E1,1.806073629E1,4.255790070E0,1.620682836E0,3.291952209E2,8.000000000E0,3.000000000E0
2.636755173E2,5.934734131E1,1.806071681E1,4.226110081E0,1.623550415E0,3.306648560E2,8.000000000E0,3.000000000E0
2.646794242E2,5.934735585E1,1.806070130E1,4.239914536E0,1.634296894E0,3.334592590E2,8.000000000E0,3.000000000E0
2.656780309E2,5.934736843E1,1.806067722E1,4.310785099E0,1.656422138E0,3.289023438E2,8.000000000E0,3.000000000E0
2.666765337E2,5.934738388E1,1.806066366E1,4.320974931E0,1.673279047E0,3.335952454E2,8.000000000E0,3.000000000E0
2.676845435E2,5.934739615E1,1.806064811E1,4.181208086E0,1.664214492E0,3.365316162E2,8.000000000E0,3.000000000E0
2.686915389E2,5.934740908E1,1.806063456E1,4.149170816E0,1.656477690E0,3.352646179E2,8.000000000E0,3.000000000E0
2.696832810E2,5.934742152E1,1.806061447E1,4.143913830E0,1.661891460E0,3.301715088E2,8.000000000E0,3.000000000E0
2.706689580E2,5.934743724E1,1.806060550E1,4.213718103E0,1.670430660E0,3.335872498E2,8.000000000E0,3.000000000E0
2.716741290E2,5.934745039E1,1.806058932E1,4.168310477E0,1.668872595E0,3.328692017E2,8.000000000E0,3.000000000E0
2.726812590E2,5.934746386E1,1.806057478E1,4.152085970E0,1.662510276E0,3.332580566E2,8.000000000E0,3.000000000E0
2.736879573E2,5.934747298E1,1.806056211E1,4.150142300E0,1.621052504E0,3.303609924E2,8.000000000E0,3.000000000E0
2.746798189E2,5.934748367E1,1.806054620E1,4.106080739E0,1.603738546E0,3.289385681E2,8.000000000E0,3.000000000E0
2.756789483E2,5.934749512E1,1.806052865E1,4.084412234E0,1.598989248E0,3.295262451E2,8.000000000E0,3.000000000E0
2.766743768E2,5.934750711E1,1.806051153E1,4.050411472E0,1.599984407E0,3.290882568E2,8.000000000E0,3.000000000E0
2.776917029E2,5.934752094E1,1.806050075E1,3.978059693E0,1.598769307E0,3.354698181E2,8.000000000E0,3.000000000E0
2.786946564E2,5.934753301E1,1.806048606E1,4.013611370E0,1.591715336E0,3.314567871E2,8.000000000E0,3.000000000E0
2.796719856E2,5.934754130E1,1.806047315E1,3.954912779E0,1.554262638E0,3.303141174E2,8.000000000E0,3.000000000E0
2.806891557E2,5.934754821E1,1.806046403E1,3.799389159E0,1.496493101E0,3.299840088E2,8.000000000E0,3.000000000E0
2.816840405E2,5.934755600E1,1.806045416E1,3.803700173E0,1.454109311E0,3.276524048E2,8.000000000E0,3.000000000E0
2.826676024E2,5.934756945E1,1.806044766E1,3.784221969E0,1.451412559E0,3.329311218E2,8.000000000E0,3.000000000E0
2.836893856E2,5.934758206E1,1.806044713E1,3.789886084E0,1.441108465E0,3.376779480E2,8.000000000E0,3.000000000E0
2.846794547E2,5.934759655E1,1.806044650E1,3.847714751E0,1.447377443E0,3.412785034E2,8.000000000E0,3.000000000E0
2.856655607E2,5.934761063E1,1.806043855E1,3.856147390E0,1.457122564E0,3.408200378E2,8.000000000E0,3.000000000E0
2.866706598E2,5.934762507E1,1.806042608E1,3.722503714E0,1.482177734E0,3.386727905E2,8.000000000E0,3.000000000E0
2.876900564E2,5.934763576E1,1.806042227E1,3.641094869E0,1.461312890E0,3.386398926E2,8.000000000E0,3.000000000E0
2.886852339E2,5.934764745E1,1.806040832E1,3.564797201E0,1.457596421E0,3.371940002E2,8.000000000E0,3.000000000E0
2.896847763E2,5.934765637E1,1.806039764E1,3.664577281E0,1.428117275E0,3.372221375E2,8.000000000E0,3.000000000E0
2.906852459E2,5.934766919E1,1.806038959E1,3.713510245E0,1.427737832E0,3.386848755E2,8.000000000E0,3.000000000E0
2.916867150E2,5.934767932E1,1.806037613E1,3.784860394E0,1.423737288E0,3.358246765E2,8.000000000E0,3.000000000E0
2.926790206E2,5.934769325E1,1.806035942E1,3.871397513E0,1.456928730E0,3.331738281E2,8.000000000E0,3.000000000E0
2.936786868E2,5.934770679E1,1.806034071E1,3.744768224E0,1.484148502E0,3.302445679E2,8.000000000E0,3.000000000E0
2.946753460E2,5.934771732E1,1.806033286E1,3.674118593E0,1.461473465E0,3.318267212E2,8.000000000E0,3.000000000E0
2.956768760E2,5.934773096E1,1.806032840E1,3.718442954E0,1.463038206E0,3.368250427E2,8.000000000E0,3.000000000E0
2.966729532E2,5.934774772E1,1.806032692E1,3.674102285E0,1.491036057E0,3.417585754E2,8.000000000E0,3.000000000E0
2.976869538E2,5.934776392E1,1.806031916E1,3.544245317E0,1.517139673E0,3.424924011E2,8.000000000E0,3.000000000E0
2.986930924E2,5.934778000E1,1.806030517E1,3.577958687E0,1.550728679E0,3.389364624E2,8.000000000E0,3.000000000E0
2.996831041E2,5.934779530E1,1.806028881E1,3.694566025E0,1.583619714E0,3.378055420E2,8.000000000E0,3.000000000E0
3.006765843E2,5.934781326E1,1.806028277E1,3.523265153E0,1.619537473E0,3.438103943E2,8.000000000E0,3.000000000E0
3.016782169E2,5.934783009E1,1.806027777E1,3.381791927E0,1.639412284E0,3.501243591E2,8.000000000E0,3.000000000E0
3.026732907E2,5.934784645E1,1.806027807E1,3.357388794E0,1.652450800E0,3.525684204E2,8.000000000E0,3.000000000E0
3.036830149E2,5.934786118E1,1.806026439E1,3.370010154E0,1.662184954E0,3.410257568E2,8.000000000E0,3.000000000E0
3.046683678E2,5.934787423E1,1.806024315E1,3.442230361E0,1.674713373E0,3.268988342E2,8.000000000E0,3.000000000E0
3.056896481E2,5.934788138E1,1.806023295E1,3.547074972E0,1.617547274E0,3.258837585E2,8.000000000E0,3.000000000E0
3.066882855E2,5.934789350E1,1.806021108E1,3.619666782E0,1.627727985E0,3.205937195E2,8.000000000E0,3.000000000E0
3.076844404E2,5.934790502E1,1.806019439E1,3.561080181E0,1.616413236E0,3.198698425E2,8.000000000E0,3.000000000E0
3.086829711E2,5.934791274E1,1.806019117E1,3.570188229E0,1.549514651E0,3.257214355E2,8.000000000E0,3.000000000E0
3.096761523E2,5.934791886E1,1.806018704E1,3.615693313E0,1.478959441E0,3.327006836E2,8.000000000E0,3.000000000E0
3.106776067E2,5.934792694E1,1.806017313E1,3.523404341E0,1.450239897E0,3.306181641E2,8.000000000E0,3.000000000E0
3.116776757E2,5.934795079E1,1.806014122E1,3.456469640E0,1.370056033E0,3.314731750E2,8.000000000E0,3.000000000E0
3.126857123E2,5.934797105E1,1.806011859E1,3.458252365E0,1.823759556E0,3.279195862E2,8.000000000E0,3.000000000E0
3.136832855E2,5.934798528E1,1.806009844E1,3.496326377E0,1.803819180E0,3.249781189E2,6.000000000E0,3.000000000E0
3.146753385E2,5.934799307E1,1.806008540E1,3.488275792E0,1.584509134E0,3.215099792E2,6.000000000E0,3.000000000E0
3.156845967E2,5.934799801E1,1.806007766E1,3.383336134E0,1.243939281E0,3.215099792E2,6.000000000E0,3.000000000E0
3.166862929E2,5.934800354E1,1.806006959E1,3.399585870E0,9.421747923E-1,3.215099792E2,6.000000000E0,3.000000000E0
3.176784720E2,5.934800556E1,1.806006015E1,3.365611868E0,1.301721018E-2,3.215099792E2,4.000000000E0,3.000000000E0
3.186668200E2,5.934800646E1,1.806005171E1,3.367664610E0,7.745196577E-3,3.215099792E2,4.000000000E0,3.000000000E0
3.196743357E2,5.934800827E1,1.806004573E1,3.397228074E0,1.629334874E-2,3.215099792E2,6.000000000E0,3.000000000E0
3.206809607E2,5.934800984E1,1.806004258E1,3.496574341E0,4.131231084E-2,3.215099792E2,6.000000000E0,3.000000000E0
3.216727770E2,5.934801025E1,1.806004168E1,3.461838400E0,4.337079450E-2,3.215099792E2,6.000000000E0,3.000000000E0
3.226669626E2,5.934801294E1,1.806003256E1,3.498865720E0,8.634801507E-1,2.968446350E2,6.000000000E0,3.000000000E0
3.236792650E2,5.934802099E1,1.806000577E1,3.500484297E0,1.237754464E0,2.968747559E2,6.000000000E0,3.000000000E0
3.246809799E2,5.934802583E1,1.805998114E1,3.670871204E0,1.323371649E0,2.882384338E2,6.000000000E0,3.000000000E0
3.256857557E2,5.934802717E1,1.805995536E1,3.725690114E0,1.359775305E0,2.748805847E2,6.000000000E0,3.000000000E0
3.266825999E2,5.934802662E1,1.805992848E1,3.779852081E0,1.424448729E0,2.659924927E2,6.000000000E0,3.000000000E0
3.276661309E2,5.934802487E1,1.805989545E1,3.867138551E0,1.524890900E0,2.653540649E2,6.000000000E0,3.000000000E0
3.286837668E2,5.934802206E1,1.805986819E1,3.805558176E0,1.535187244E0,2.613573608E2,6.000000000E0,3.000000000E0
3.296789080E2,5.934802135E1,1.805984156E1,3.738939948E0,1.524026155E0,2.667845764E2,6.000000000E0,3.000000000E0
3.306821389E2,5.934802370E1,1.805981537E1,3.531868736E0,1.510619640E0,2.681923523E2,6.000000000E0,3.000000000E0
3.316755889E2,5.934802024E1,1.805980184E1,3.595777976E0,1.416478872E0,2.624118347E2,6.000000000E0,3.000000000E0
3.326660067E2,5.934801394E1,1.805978697E1,3.628791072E0,1.372101068E0,2.502794342E2,6.000000000E0,3.000000000E0
3.336786054E2,5.934801233E1,1.805976371E1,3.758289479E0,1.362444043E0,2.568153687E2,6.000000000E0,3.000000000E0
3.346809276E2,5.934801712E1,1.805972874E1,3.748562374E0,1.428835869E0,2.696855469E2,6.000000000E0,3.000000000E0
3.356773729E2,5.934801749E1,1.805969322E1,3.497895495E0,1.477529883E0,2.646505737E2,6.000000000E0,3.000000000E0
3.366964451E2,5.934801397E1,1.805966539E1,3.335303052E0,1.485868454E0,2.605461426E2,6.000000000E0,3.000000000E0
3.376828508E2,5.934800669E1,1.805962603E1,3.168116633E0,1.556404233E0,2.457593536E2,6.000000000E0,3.000000000E0
3.386802750E2,5.934800100E1,1.805959373E1,2.989450968E0,1.583566904E0,2.391051941E2,6.000000000E0,3.000000000E0
3.396660470E2,5.934799417E1,1.805956628E1,2.867925094E0,1.588614821E0,2.347818451E2,8.000000000E0,3.000000000E0
3.406691491E2,5.934798770E1,1.805954592E1,3.009370967E0,1.565418720E0,2.373585205E2,8.000000000E0,3.000000000E0
3.416712552E2,5.934798486E1,1.805952192E1,3.246473782E0,1.550780416E0,2.350399017E2,8.000000000E0,3.000000000E0
3.426664304E2,5.934797524E1,1.805949506E1,3.473432985E0,1.575845003E0,2.368167877E2,8.000000000E0,3.000000000E0
3.436718805E2,5.934796579E1,1.805946835E1,3.461749579E0,1.593271732E0,2.346838531E2,8.000000000E0,3.000000000E0
3.446776369E2,5.934795995E1,1.805943622E1,3.412991595E0,1.615845919E0,2.328038788E2,8.000000000E0,3.000000000E0
3.456812739E2,5.934795280E1,1.805940437E1,3.221905559E0,1.637336373E0,2.325154877E2,8.000000000E0,3.000000000E0
3.466807124E2,5.934795077E1,1.805937280E1,3.142334527E0,1.642323852E0,2.353115234E2,8.000000000E0,3.000000000E0
3.476772398E2,5.934795367E1,1.805933480E1,3.204238279E0,1.675803781E0,2.367347717E2,6.000000000E0,3.000000000E0
3.486848968E2,5.934795506E1,1.805930704E1,3.221842438E0,1.663389206E0,2.382507172E2,6.000000000E0,3.000000000E0
3.496841139E2,5.934795112E1,1.805927596E1,3.184280991E0,1.672099471E0,2.369782562E2,6.000000000E0,3.000000000E0
3.506947054E2,5.934795434E1,1.805923129E1,3.337302030E0,1.737682581E0,2.353592529E2,6.000000000E0,3.000000000E0
3.516783412E2,5.934795369E1,1.805918937E1,3.354028507E0,1.785310030E0,2.352471313E2,6.000000000E0,3.000000000E0
3.526738956E2,5.934795553E1,1.805914592E1,3.385606201E0,1.832782507E0,2.379371490E2,6.000000000E0,3.000000000E0
3.536825069E2,5.934795619E1,1.805910705E1,3.428390546E0,1.853400588E0,2.404559937E2,6.000000000E0,3.000000000E0
3.546761446E2,5.934795389E1,1.805907687E1,3.271906172E0,1.831364632E0,2.419999695E2,6.000000000E0,3.000000000E0
3.556753547E2,5.934795527E1,1.805904913E1,3.261735922E0,1.800517082E0,2.416433258E2,6.000000000E0,3.000000000E0
3.566804553E2,5.934795829E1,1.805902450E1,3.273473608E0,1.764344454E0,2.417980957E2,6.000000000E0,3.000000000E0
3.576788687E2,5.934796046E1,1.805899430E1,3.285801173E0,1.755335093E0,2.431244049E2,6.000000000E0,3.000000000E0
3.586691965E2,5.934795965E1,1.805896024E1,3.249652925E0,1.763729572E0,2.457550201E2,6.000000000E0,3.000000000E0
3.596786450E2,5.934796092E1,1.805892863E1,3.155006809E0,1.762417555E0,2.461657562E2,6.000000000E0,3.000000000E0
3.606819517E2,5.934796014E1,1.805889770E1,3.117776929E0,1.757597446E0,2.466658325E2,6.000000000E0,3.000000000E0
3.616797015E2,5.934796091E1,1.805886893E1,2.687453961E0,1.749102473E0,2.475800171E2,6.000000000E0,3.000000000E0
3.626832480E2,5.934796067E1,1.805883655E1,2.664558067E0,1.752177000E0,2.466258698E2,6.000000000E0,3.000000000E0
3.636792757E2,5.934795953E1,1.805881047E1,2.641743317E0,1.728421092E0,2.462440338E2,6.000000000E0,3.000000000E0
3.646816320E2,5.934795916E1,1.805877912E1,2.540170267E0,1.729277968E0,2.465891724E2,6.000000000E0,3.000000000E0
3.656718113E2,5.934795764E1,1.805875017E1,2.537873427E0,1.719221950E0,2.473051910E2,6.000000000E0,3.000000000E0
3.666606354E2,5.934795537E1,1.805872126E1,2.512992459E0,1.707952142E0,2.449539642E2,6.000000000E0,3.000000000E0
3.676780769E2,5.934795543E1,1.805869991E1,2.561014317E0,1.658911109E0,2.429866638E2,6.000000000E0,3.000000000E0
3.686702932E2,5.934795299E1,1.805868362E1,2.599060864E0,1.597367167E0,2.448238678E2,6.000000000E0,3.000000000E0
3.696825309E2,5.934794467E1,1.805865756E1,2.736357463E0,1.600478888E0,2.308318481E2,6.000000000E0,3.000000000E0
3.706808421E2,5.934793811E1,1.805863693E1,2.630548807E0,1.574084520E0,2.334894104E2,6.000000000E0,3.000000000E0
3.716838311E2,5.934791008E1,1.805861550E1,2.665362240E0,1.402145147E0,2.276147156E2,8.000000000E0,3.000000000E0
3.726718076E2,5.934788286E1,1.805860225E1,2.911508269E0,8.450602889E-1,2.276147156E2,8.000000000E0,3.000000000E0
3.736794127E2,5.934786095E1,1.805859532E1,2.604986081E0,1.390904903E0,2.275134583E2,8.000000000E0,3.000000000E0
3.746707250E2,5.934785870E1,1.805859201E1,2.763632524E0,8.440411687E-1,2.275134583E2,6.000000000E0,3.000000000E0
3.756741407E2,5.934784809E1,1.805859513E1,2.902268373E0,2.294573560E-2,2.275134583E2,6.000000000E0,3.000000000E0
3.766781571E2,5.934783807E1,1.805860145E1,3.121494007E0,4.365623295E-1,2.275134583E2,6.000000000E0,3.000000000E0
3.776759705E2,5.934782184E1,1.805860680E1,3.076421221E0,1.676283404E-2,2.275134583E2,6.000000000E0,3.000000000E0
3.786720687E2,5.934780882E1,1.805861557E1,3.042027273E0,3.125334904E-2,2.275134583E2,6.000000000E0,3.000000000E0
3.796726725E2,5.934779919E1,1.805862277E1,3.040080620E0,1.182146184E-2,2.275134583E2,6.000000000E0,3.000000000E0
3.806836048E2,5.934779036E1,1.805862863E1,3.088847084E0,2.432171628E-2,2.275134583E2,6.000000000E0,3.000000000E0
3.816631393E2,5.934778893E1,1.805862976E1,3.082321391E0,1.094999909E-2,2.275134583E2,6.000000000E0,3.000000000E0
3.826843864E2,5.934778739E1,1.805863315E1,3.098654402E0,6.397129968E-3,2.275134583E2,6.000000000E0,3.000000000E0
3.836755903E2,5.934778261E1,1.805863862E1,3.094336501E0,1.995973475E-2,2.275134583E2,6.000000000E0,3.000000000E0
3.846771211E2,5.934777666E1,1.805863862E1,3.102671175E0,3.073702333E-3,2.275134583E2,6.000000000E0,3.000000000E0
3.856793405E2,5.934777210E1,1.805863909E1,3.037288136E0,1.874966733E-2,2.275134583E2,6.000000000E0,3.000000000E0
3.866806022E2,5.934776769E1,1.805863736E1,3.085045146E0,2.174495161E-2,2.275134583E2,4.000000000E0,3.000000000E0
